NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,300.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,600.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO L7 - IIA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'37,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"7,100.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO L7 - IIB,Magnesita Mineração S.a.,00.592.603/0001-20,"-19º24'38,870""","-47º57'22,630""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,900.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'35,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"4,900.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'34,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"3,900.00",,,,Não
C - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'18,423""","-43º35'01,717""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"15,377.28",,,,Não
Captação,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º12'10,200""","-43º36'08,100""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,8.20,511.00,,,,Não
Captação Córrego das Almas,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º09'28,916""","-43º28'05,155""",Sul do Equador,MG,MARIANA,Minério de Ferro,8.50,"2,165.46",,,,Não
Captação Trovões,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º10'07,400""","-43º51'41,300""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,8.83,503.00,,,,Não
Cata Branca,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º13'59,200""","-43º51'24,300""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,9.00,"12,000.00",,,,Não
CONJUNTO DE BAIAS VIGA,Ferrous Resources do Brasil Sa,08.852.207/0001-04,"-20º29'45,700""","-43º55'03,600""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,9.00,"70,613.28",,,,Não
D-1,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'05,930""","-43º10'08,450""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,11.00,"8,000.00",,,,Não
D-2,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'06,460""","-43º10'11,200""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,14.00,"36,000.00",,,,Não
D-3,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'07,170""","-43º10'11,080""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,6.00,"5,000.00",,,,Não
Dique - Pilha 2,Mib Mineração Ibirité Ltda,08.578.982/0001-05,"-20º07'47,530""","-44º06'09,230""",Sul do Equador,MG,BRUMADINHO,Sedimentos,2.00,250.00,,,,Não
Dique - Pilha 4,Mib Mineração Ibirité Ltda,08.578.982/0001-05,"-20º07'23,117""","-44º06'23,291""",Sul do Equador,MG,BRUMADINHO,Sedimentos,8.00,183.00,,,,Não
Dique - Pilha de Rejeito,EXTRATIVA MINERAL LTDA,17.174.889/0001-26,"-20º06'36,810""","-43º54'31,680""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,10.00,"80,000.00",,,,Não
Dique 01 - Serra Azul,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'11,260""","-44º23'07,880""",Sul do Equador,MG,MATEUS LEME,Minério de Ferro,14.00,"12,347.00",,,,Não
Dique 01 de Terra,Arcelormittal Mineração Serra Azul S.a.,08.102.787/0001-04,"-20º08'19,363""","-44º24'02,991""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,9.00,"15,000.00",,,,Não
Dique 01 Serra Azul - Dique Vai e Volta 1,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'44,700""","-44º25'12,700""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,13.00,"30,000.00",,,,Não
Dique 02 - Pitangui,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'25,280""","-44º22'31,860""",Sul do Equador,MG,MATEUS LEME,Minério de Ferro,6.00,"2,100.00",,,,Não
Dique 02 Serra Azul - Dique Vai e Volta 2,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'49,000""","-44º25'21,000""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.00,"45,000.00",,,,Não
Dique 03,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'18,220""","-44º19'09,870""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,900.00,,,,Não
Dique 03 Serra Azul - Dique Vai e Volta 3,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'50,650""","-44º25'36,130""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,11.45,"76,000.00",,,,Não
Dique 04,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'09,860""","-44º19'26,960""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,3.00,100.00,,,,Não
Dique 06 - Véu da Noiva Jusante,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'53,460""","-44º22'30,040""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,14.00,"2,500.00",,,,Não
Dique 08 - Pátio CMC,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º08'00,950""","-44º22'46,450""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,12.00,"48,252.00",,,,Não
Dique 1,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'29,660""","-44º39'39,180""",Sul do Equador,MG,ITUTINGA,Sedimentos,2.00,300.00,,,,Não
Dique 13 - Pains,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'27,890""","-44º24'00,660""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.45,"54,000.00",,,,Não
Dique 14,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'44,900""","-44º26'50,600""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,9.93,"54,000.00",,,,Não
Dique 2,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'29,650""","-44º39'42,590""",Sul do Equador,MG,ITUTINGA,Sedimentos,3.00,100.00,,,,Não
Dique 2 de Concreto,Arcelormittal Mineração Serra Azul S.a.,08.102.787/0001-04,"-20º08'21,900""","-44º24'02,300""",Sul do Equador,MG,ITATIAIUÇU,Argila,3.00,200.00,,,,Não
Dique 3,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'31,440""","-44º39'43,340""",Sul do Equador,MG,ITUTINGA,Sedimentos,1.50,25.00,,,,Não
Dique B11 - Pilha de Estéril Alegria E (Dique do Córrego dos Macacos),Samarco Mineração S A.,16.628.281/0001-61,"-20º11'38,353""","-43º30'30,185""",Sul do Equador,MG,OURO PRETO,Sedimentos,14.50,"52,000.00",,,,Não
Dique B2 - Pilha de Estéril João Manoel,Samarco Mineração S A.,16.628.281/0001-61,"-20º10'15,254""","-43º29'53,120""",Sul do Equador,MG,MARIANA,Sedimentos,10.00,"8,000.00",,,,Não
Dique B3 - Pilha de Estéril João Manoel,Samarco Mineração S A.,16.628.281/0001-61,"-20º10'11,676""","-43º29'45,981""",Sul do Equador,MG,MARIANA,Sedimentos,10.00,"12,000.00",,,,Não
Dique BIII-6,FERROMINAS - MINERAÇÃO LTDA,08.814.720/0001-00,"-20º08'48,020""","-44º27'15,790""",Sul do Equador,MG,ITAÚNA,Sedimentos,7.50,"14,457.60",,,,Não
Dique BIII-7,FERROMINAS - MINERAÇÃO LTDA,08.814.720/0001-00,"-20º08'48,680""","-44º27'05,270""",Sul do Equador,MG,ITAÚNA,Sedimentos,7.50,"16,557.00",,,,Não
Dique BIV-3 - Dique Hércules,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'21,800""","-44º26'29,000""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,13.00,"15,524.00",,,,Não
Dique Caffaro,Mineral do Brasil Ltda.,17.246.638/0001-00,"-20º05'43,890""","-44º09'44,560""",Sul do Equador,MG,MÁRIO CAMPOS,Sedimentos,8.00,"17,000.00",,,,Não
Dique Conquistinha,Mineração Morro do Ipê S.a.,22.902.554/0001-17,"-20º06'57,240""","-44º17'53,170""",Sul do Equador,MG,BRUMADINHO,Sedimentos,5.00,30.00,,,,Não
Dique Couves (MUSA),Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'21,200""","-44º26'49,500""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,8.80,"3,800.00",,,,Não
Dique da Divisa,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'10,800""","-44º24'18,900""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.00,"8,750.00",,,,Não
Dique da Mineira,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'01,300""","-44º26'09,000""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.20,"5,000.00",,,,Não
Dique da Oficina,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'31,200""","-44º24'37,700""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.00,"10,000.00",,,,Não
Dique da Oficina II,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'34,500""","-44º24'48,600""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,9.40,"5,600.00",,,,Não
Dique de Captação,Pedreira Um Valemix Ltda.,41.716.499/0001-15,"-20º01'38,910""","-43º25'26,900""",Sul do Equador,MG,CATAS ALTAS,Sedimentos,4.00,"13,134.76",,,,Não
Dique de Concreto,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'54,830""","-44º22'35,900""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,4.00,"1,600.00",,,,Não
Dique de Contenção de Finos,Pedras Congonhas Extração Arte e Ind. Ltda,19.695.030/0001-98,"-20º06'58,000""","-43º52'25,400""",Sul do Equador,MG,NOVA LIMA,Serpentinito,14.87,"2,376.00",,,,Não
Dique de Contenção Pilha de Estéril MMR,Lafargeholcim (brasil) S.a. Filial: Barroso,60.869.336/0084-44,"-21º11'27,800""","-43º59'28,500""",Sul do Equador,MG,PRADOS,Argila,-,-,,,,Não
DIQUE DE SAÍDA DE CAVA,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'43,300""","-44º13'12,700""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,8.00,"11,250.00",,,,Não
Dique de Sedimentos da PDE Cava Sul,Ferro + Mineração S.a.,21.256.870/0001-04,"-20º26'11,430""","-43º52'18,450""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,9.90,"10,000.00",,,,Não
Dique dos Búfalos,Araxa,33.931.486/0019-60,"-19º40'24,340""","-46º58'19,196""",Sul do Equador,MG,ARAXÁ,Fosfato,9.50,"22,000.00",,,,Não
Dique Flotação,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'45,300""","-44º24'19,700""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,6.00,"57,000.00",,,,Não
Dique Intermediário,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'35,400""","-44º26'59,800""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,12.00,"12,000.00",,,,Não
Dique IV,Mineração Geral do Brasil S A,60.727.120/0001-17,"-20º04'15,981""","-44º01'17,594""",Sul do Equador,MG,BRUMADINHO,Argila Arenosa,2.00,100.00,,,,Não
Dique Leste I,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'17,000""","-44º22'16,400""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,9.20,"15,100.00",,,,Não
Dique Leste II,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'12,800""","-44º22'18,400""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,10.60,"7,100.00",,,,Não
Dique Leste III,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º06'57,900""","-44º22'16,500""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,3.80,"1,350.00",,,,Não
Dique Longitudinal,Safm Mineração Ltda,09.325.670/0001-52,"-20º16'24,690""","-43º54'00,457""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.30,"88,750.00",,,,Não
Dique Mazano,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'25,400""","-44º25'20,900""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.00,"10,120.00",,,,Não
Dique Quéias - Captação de Água,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'36,100""","-44º18'58,100""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,"1,200.00",,,,Não
Fazendinha,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'18,219""","-43º36'29,024""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"3,830.74",,,,Não
Gambá,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'52,800""","-43º52'58,300""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,12.64,"5,000.00",,,,Não
GERAIS,Minerações Gerais Ltda,02.196.839/0001-72,"-19º34'56,800""","-44º24'41,100""",Sul do Equador,MG,INHAÚMA,Areia,4.00,90.00,,,,Não
Ingleses,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'55,300""","-43º35'14,200""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,5.00,"3,524.96",,,,Não
Ipoema,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º36'44,018""","-43º15'20,917""",Sul do Equador,MG,ITABIRA,Minério de Ferro,7.50,"47,900.00",,,,Não
Mata Porcos,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º23'09,800""","-43º51'27,000""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.15,"7,000.00",,,,Não
MIGUEL BURNIER - DIQUE B1,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'23,200""","-43º44'59,000""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,3.00,"10,650.00",,,,Não
MIGUEL BURNIER - DIQUE B2,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'23,200""","-43º44'59,900""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,2.00,"17,950.00",,,,Não
MIGUEL BURNIER - DIQUE B3,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'29,600""","-43º44'01,100""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,3.00,"2,850.00",,,,Não
Modulo 3,NEXA RECURSOS MINERAIS S.A,42.416.651/0001-07,"-17º57'54,000""","-46º50'39,000""",Sul do Equador,MG,VAZANTE,Argila,6.00,"96,000.00",,,,Não
Patrimônio,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'34,010""","-43º35'14,011""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"7,185.66",,,,Não
PDE Engano,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º20'17,000""","-43º25'28,600""",Sul do Equador,MG,MARIANA,Minério de Ferro,7.00,"12,912.54",,,,Não
PDE Lagoa Seca,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º20'56,300""","-43º24'47,100""",Sul do Equador,MG,MARIANA,Minério de Ferro,11.40,"10,626.16",,,,Não
PDE Temporária II,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º12'54,424""","-43º26'54,551""",Sul do Equador,MG,MARIANA,Minério de Ferro,12.00,"7,000.00",,,,Não
Piteiras,Piteiras Mineração Ltda.,03.369.498/0001-52,"-19º41'32,500""","-43º06'46,300""",Sul do Equador,MG,ITABIRA,Xisto,2.00,"2,000.00",,,,Não
Pocilga,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º11'06,300""","-43º36'20,700""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,9.00,"38,558.57",,,,Não
Prata,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'42,200""","-43º51'55,000""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,10.75,"20,000.00",,,,Não
SANGUINETE,Mineração Sanguinete Ltda,20.762.035/0001-75,"-18º00'32,600""","-43º46'08,100""",Sul do Equador,MG,DIAMANTINA,Areia,3.00,"15,000.00",,,,Não
SANTA TERESA,Novelis do Brasil Ltda,60.561.800/0001-03,"-21º28'01,900""","-42º53'09,500""",Sul do Equador,MG,DESCOBERTO,Bauxita Grau Metalúrgico,11.33,"200,000.00",,,,Não
SANTO ANTÔNIO,Niki Mineração Comércio e Exportação Ltda,08.667.139/0001-03,"-19º32'43,650""","-43º01'51,370""",Sul do Equador,MG,ANTÔNIO DIAS,Argila Arenosa,13.00,"150,000.00",,,,Não
SUMP DE CONTENÇÃO DE SEDIMENTOS,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'39,300""","-44º13'26,700""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,12.00,"12,000.00",,,,Não
TQ-1,Saint-Gobain do Brasil Produtos Industriais e para Construção Ltda.,61.064.838/0087-03,"-19º 53' 29,700""","-43º 17' 07,900""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Areia Quartzosa,9.00,"5,789.00",,,,Não
TQ-2,Saint-Gobain do Brasil Produtos Industriais e para Construção Ltda.,61.064.838/0087-03,"-19º 53' 31,600""","-43º 17' 05,000""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Areia Quartzosa,8.00,"6,897.00",,,,Não
"Bacia ""S""",Vetorial Mineração S A,61.247.870/0001-54,"-19º15'39,500""","-57º31'43,600""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.00,"5,233.20",,,,Não
Bacia 02-03 Alto da Serra Mn,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'26,914""","-57º37'00,111""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,10.07,"9,479.00",,,,Não
Bacia 05 Alto da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'30,625""","-57º36'49,613""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,11.69,"5,662.00",,,,Não
Bacia 07 Alto da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'31,331""","-57º36'52,526""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,13.05,"5,862.00",,,,Não
Bacia B-2A,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'41,600""","-57º31'42,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,9.60,"10,275.00",,,,Não
Bacia B-2B,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'41,600""","-57º31'42,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,9.60,"7,557.00",,,,Não
Bacia B-3,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'44,700""","-57º31'42,300""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.31,"5,397.71",,,,Não
Bacia B-4,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'43,500""","-57º31'40,500""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"4,385.00",,,,Não
Bacia B-5A,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'44,400""","-57º31'40,000""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"3,766.00",,,,Não
Bacia B-5B,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'45,000""","-57º31'39,400""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"2,319.80",,,,Não
Bacia B-8,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'52,800""","-57º31'37,400""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"7,259.80",,,,Não
Bacia B-9,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'55,000""","-57º31'35,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.25,"8,032.89",,,,Não
Baia 4,Vetorial Mineração S A,61.247.870/0001-54,"-19º12'01,263""","-57º38'21,980""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,10.00,"76,000.00",,,,Não
ADÃO RODUÍ,ADÃO AFONSO RODUÍ,00.046.937/2509-91,"-16º14'05,580""","-56º39'08,650""",Sul do Equador,MT,POCONÉ,Areia,14.00,"300,000.00",,,,Não
Alain II,Alain Stephane Riviere Mineração,15.264.439/0001-07,"-16º15'18,000""","-56º36'55,000""",Sul do Equador,MT,POCONÉ,Areia,3.00,"350,000.00",,,,Não
BACIA DE REJEITO MINERGOLD,P C Traven,17.194.340/0001-01,"-15º41'47,500""","-56º20'02,100""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,5.00,"146,000.00",,,,Não
BACIA DE REJEITOS BOM JARDIM,Evaldino Rodui,00.028.791/7629-87,"-16º15'02,200""","-56º35'56,900""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,8.00,"450,000.00",,,,Não
BACIA DE REJEITOS SÃO BENTO,Francismar Cristiano Lima Formiga,00.081.375/5571-49,"-16º15'28,700""","-56º35'39,700""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,6.00,"124,650.00",,,,Não
BARRAGEM  BLOCO NORTE,Angelo Carlos Vicari Junior,00.092.389/5701-00,"-10º41'16,700""","-54º49'40,500""",Sul do Equador,MT,NOVA SANTA HELENA,Minério de Ouro Primário,5.00,"7,500.00",,,,Não
BARRAGEM BLOCO  SUL,Angelo Carlos Vicari Junior,00.092.389/5701-00,"-10º41'12,400""","-54º49'45,500""",Sul do Equador,MT,NOVA SANTA HELENA,Minério de Ouro Primário,2.00,100.00,,,,Não
Barragem de Rejeito 01,A R Weber Me,05.742.530/0001-29,"-15º46'29,100""","-56º17'08,600""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Areia,7.50,"54,608.00",,,,Não
Barragem Salinas 1,Darci Nascimento Epp,00.057.032/0001-23,"-16º10'59,700""","-56º25'06,900""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,10.00,"100,000.00",,,,Não
Barragem T04,Valdinei Mauro de Souza,00.056.836/0581-49,"-15º33'26,120""","-55º48'12,440""",Sul do Equador,MT,CUIABÁ,Rocha Aurífera,11.00,"1,815,000.00",,,,Não
Barragem T05,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º17'54,860""","-56º42'45,000""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,13.49,"483,417.27",,,,Não
Barragem T06,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º18'00,590""","-56º43'58,620""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,6.00,"153,602.70",,,,Não
BOM PASTOR,Sidnei Rafael de Souza,00.009.611/8508-24,"-16º05'50,500""","-56º34'24,400""",Sul do Equador,MT,POCONÉ,Areia,14.00,"660,000.00",,,,Não
CAMPOS,Moacyr de Campos,00.008.158/7032-91,"-16º10'53,470""","-56º35'57,090""",Sul do Equador,MT,POCONÉ,Areia,12.00,"1,248,000.00",,,,Não
CANGAS,Jonas Gimenez Rodrigues,00.001.568/0888-92,"-16º06'39,080""","-56º34'26,280""",Sul do Equador,MT,POCONÉ,Areia,11.50,"400,000.00",,,,Não
CF - Leste,Mineração Tereza Botas Ltda.,36.960.714/0001-99,"-16º12'57,000""","-56º36'15,500""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,5.00,"192,200.00",,,,Não
CF - Oeste,Mineração Tereza Botas Ltda.,36.960.714/0001-99,"-16º12'51,900""","-56º36'21,400""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,5.00,"92,000.00",,,,Não
CHICO,NORAIR NELSON DE SOUZA,00.052.285/9791-34,"-16º17'41,470""","-56º39'05,520""",Sul do Equador,MT,POCONÉ,Areia,8.00,"484,000.00",,,,Não
COQUEIRAL,EVANDRO DE SOUZA,00.089.486/5109-97,"-16º03'11,270""","-56º32'59,720""",Sul do Equador,MT,POCONÉ,Areia,14.00,"400,000.00",,,,Não
FRED,Frederico Augusto de Arruda Gimenez Me,07.111.522/0001-00,"-16º03'42,270""","-56º33'37,530""",Sul do Equador,MT,POCONÉ,Areia,10.00,"150,000.00",,,,Não
GAÚCHO,Airton Luiz Carus,00.035.505/9230-20,"-16º14'51,200""","-56º35'39,800""",Sul do Equador,MT,POCONÉ,Areia,10.00,"150,000.00",,,,Não
JOAO PAULO,Elisa Maciel Santos,00.069.390/0611-72,"-16º14'55,560""","-56º36'19,500""",Sul do Equador,MT,POCONÉ,Argila,14.75,"450,000.00",,,,Não
LU,José Vicente Nunes Rondon,00.000.649/2011-91,"-16º14'28,910""","-56º36'17,520""",Sul do Equador,MT,POCONÉ,Areia,2.00,"590,000.00",,,,Não
MARANATA,Sidnei Rafael de Souza,00.009.611/8508-24,"-16º02'16,500""","-56º32'15,500""",Sul do Equador,MT,POCONÉ,Areia,14.50,"483,000.00",,,,Não
MINERAÇÃO VALE DOURADO,Marcir Norberto Weber,15.947.559/0001-09,"-14º51'02,100""","-56º34'25,400""",Sul do Equador,MT,ROSÁRIO OESTE,Aluvião Aurífero,1.00,2.00,,,,Não
Moça Bonita,Valdemir Carlos de Souza,00.032.618/3101-44,"-16º11'25,864""","-56º24'47,168""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,8.00,"238,605.87",,,,Não
OREGON,SÉRGIO DE FRANÇA,00.030.215/7229-49,"-16º16'27,700""","-56º38'14,100""",Sul do Equador,MT,POCONÉ,Areia,6.00,"810,000.00",,,,Não
OURINHOS I,João Ginenes Rodrigues,00.051.095/7858-34,"-16º07'11,800""","-56º35'15,800""",Sul do Equador,MT,POCONÉ,Argila,14.90,"1,300,000.00",,,,Não
Rejeito,Vantage Brasil Mineração Ltda.,08.222.734/0001-27,"-11º18'48,229""","-59º05'10,553""",Sul do Equador,MT,JUÍNA,Rocha Diamantífera,4.00,"424,000.00",,,,Não
RODUÍ II,ADÃO AFONSO RODUÍ,00.046.937/2509-91,"-16º14'20,620""","-56º39'09,370""",Sul do Equador,MT,POCONÉ,Areia,3.00,"140,000.00",,,,Não
VALE DOURADO,Marcir Norberto Weber,15.947.559/0001-09,"-14º51'02,100""","-56º34'25,400""",Sul do Equador,MT,ROSÁRIO OESTE,Aluvião Aurífero,1.00,2.00,,,,Não
